run_id,case,idx,rm,dt,T,dT,Gexp,Gimpl
tb_run,Random,396,1,0,101,91,0,0
tb_run,Random,397,1,0,-16,82,0,0
tb_run,Random,398,1,0,-109,58,30,30
tb_run,Random,399,1,0,-60,-54,100,100
tb_run,Random,400,1,0,-92,-77,100,100
tb_run,Random,401,1,0,6,30,38,38
tb_run,Random,402,1,0,85,-125,0,0
tb_run,Random,403,1,0,121,120,0,0
tb_run,Random,404,1,0,96,-42,80,80
tb_run,Random,405,1,0,-83,-38,100,100
tb_run,Random,406,1,0,80,58,0,0
tb_run,Random,407,1,0,-12,23,38,38
tb_run,Random,408,1,0,43,-50,80,80
tb_run,Random,409,1,0,5,40,41,41
tb_run,Random,410,1,0,-10,32,41,41
tb_run,Random,411,1,0,40,-35,80,80
tb_run,Random,412,1,0,-102,-88,100,100
tb_run,Random,413,1,0,4,34,43,43
tb_run,Random,414,1,0,34,-57,80,80
tb_run,Random,415,1,0,-53,60,0,0
tb_run,Random,416,1,0,-8,-119,0,0
tb_run,Random,417,1,0,90,-118,0,0
tb_run,Random,418,1,0,21,19,0,0
tb_run,Random,419,1,0,61,29,0,0
tb_run,Random,420,1,0,21,-35,80,80
tb_run,Random,421,1,0,75,125,0,0
tb_run,Random,422,1,0,-20,-87,100,100
tb_run,Random,423,1,0,-44,109,0,0
tb_run,Random,424,1,0,-40,36,30,30
tb_run,Random,425,1,0,37,106,0,0
tb_run,Random,426,1,0,77,52,0,0
tb_run,Random,427,1,0,94,-11,80,80
tb_run,Random,428,1,0,111,59,0,0
tb_run,Random,429,1,0,8,86,0,0
tb_run,Random,430,1,0,81,86,0,0
tb_run,Random,431,1,0,33,-30,80,80
tb_run,Random,432,1,0,50,53,0,0
tb_run,Random,433,1,0,14,99,0,0
tb_run,Random,434,1,0,-23,-22,100,100
tb_run,Random,435,1,0,73,-84,80,80
tb_run,Random,436,1,0,-44,-21,100,100
tb_run,Random,437,1,0,-31,66,0,0
tb_run,Random,438,1,0,38,79,0,0
tb_run,Random,439,1,0,108,-124,0,0
tb_run,Random,440,1,0,60,-14,80,80
tb_run,Random,441,1,0,-8,-28,67,67
tb_run,Random,442,1,0,-12,8,46,46
tb_run,Random,443,1,0,94,57,0,0
tb_run,Random,444,1,0,-28,117,0,0
tb_run,Random,445,1,0,-114,-22,100,100
tb_run,Random,446,1,0,-127,-120,0,0
tb_run,Random,447,1,0,53,-105,0,0
tb_run,Random,448,1,0,-120,-47,100,100
tb_run,Random,449,1,0,72,-117,0,0
tb_run,Random,450,1,0,12,-12,66,66
tb_run,Random,451,1,0,-67,-85,100,100
tb_run,Random,452,1,0,-61,-77,100,100
tb_run,Random,453,1,0,-12,-42,80,80
tb_run,Random,454,1,0,-57,-58,100,100
tb_run,Random,455,1,0,-46,18,30,30
tb_run,Random,456,1,0,20,-88,80,80
tb_run,Random,457,1,0,105,0,50,50
tb_run,Random,458,1,0,19,-125,0,0
tb_run,Random,459,1,0,-1,-107,0,0
tb_run,Random,460,1,0,-15,-7,58,58
tb_run,Random,461,1,0,30,81,0,0
tb_run,Random,462,1,0,122,93,0,0
tb_run,Random,463,1,0,-31,-127,0,0
tb_run,Random,464,1,0,72,-117,0,0
tb_run,Random,465,1,0,2,68,0,0
tb_run,Random,466,1,0,70,-55,80,80
tb_run,Random,467,1,0,-120,50,30,30
tb_run,Random,468,1,0,74,74,0,0
tb_run,Random,469,1,0,51,90,0,0
tb_run,Random,470,1,0,52,94,0,0
tb_run,Random,471,1,0,71,4,50,50
tb_run,Random,472,1,0,65,-1,50,50
tb_run,Random,473,1,0,117,8,26,26
tb_run,Random,474,1,0,-94,-126,0,0
tb_run,Random,475,1,0,44,83,0,0
tb_run,Random,476,1,0,-98,97,0,0
tb_run,Random,477,1,0,87,-8,61,61
tb_run,Random,478,1,0,118,49,0,0
tb_run,Random,479,1,0,104,49,0,0
tb_run,Random,480,1,0,42,-75,80,80
tb_run,Random,481,1,0,82,114,0,0
tb_run,Random,482,1,0,58,80,0,0
tb_run,Random,483,1,0,38,-42,80,80
tb_run,Random,484,1,0,-119,-72,100,100
tb_run,Random,485,1,0,27,-46,80,80
tb_run,Random,486,1,0,-115,-60,100,100
tb_run,Random,487,1,0,-25,-4,50,50
tb_run,Random,488,1,0,46,-17,80,80
tb_run,Random,489,1,0,-60,21,30,30
tb_run,Random,490,1,0,9,-120,0,0
tb_run,Random,491,1,0,26,-85,80,80
tb_run,Random,492,1,0,-35,-96,100,100
tb_run,Random,493,1,0,-121,-128,0,0
tb_run,Random,494,1,0,-53,-64,100,100
tb_run,Random,495,1,0,50,67,0,0
tb_run,Random,496,1,0,-101,3,50,50
tb_run,Random,497,1,0,-25,107,0,0
tb_run,Random,498,1,0,107,-104,0,0
tb_run,Random,499,1,0,-31,-22,100,100
tb_run,Random,500,1,0,37,51,0,0
tb_run,Random,501,1,0,53,-39,80,80
tb_run,Random,502,1,0,100,21,0,0
tb_run,Random,503,1,0,54,8,29,29
tb_run,Random,504,1,0,-61,-118,0,0
tb_run,Random,505,1,0,110,-82,80,80
tb_run,Random,506,1,0,84,-57,80,80
tb_run,Random,507,1,0,-30,102,0,0
tb_run,Random,508,1,0,-86,0,50,50
tb_run,Random,509,1,0,118,-114,0,0
tb_run,Random,510,1,0,-49,-76,100,100
tb_run,Random,511,1,0,105,-91,80,80
tb_run,Random,512,1,0,-30,112,0,0
tb_run,Random,513,1,0,97,9,17,17
tb_run,Random,514,1,0,-37,-87,100,100
tb_run,Random,515,1,0,-112,-18,100,100
tb_run,Random,516,1,0,103,35,0,0
tb_run,Random,517,1,0,105,5,50,50
tb_run,Random,518,1,0,5,49,37,37
tb_run,Random,519,1,0,35,-66,80,80
tb_run,Random,520,1,0,-30,-97,100,100
tb_run,Random,521,1,0,-65,127,0,0
tb_run,Random,522,1,0,72,-46,80,80
tb_run,Random,523,1,0,-107,67,0,0
tb_run,Random,524,1,0,21,16,0,0
tb_run,Random,525,1,0,79,72,0,0
tb_run,Random,526,1,0,-14,54,37,37
tb_run,Random,527,1,0,111,-56,80,80
tb_run,Random,528,1,0,-45,20,30,30
tb_run,Random,529,1,0,5,116,0,0
tb_run,Random,530,1,0,66,-62,80,80
tb_run,Random,531,1,0,-50,87,0,0
tb_run,Random,532,1,0,94,114,0,0
tb_run,Random,533,1,0,-103,-96,100,100
tb_run,Random,534,1,0,90,-56,80,80
tb_run,Random,535,1,0,72,118,0,0
tb_run,Random,536,1,0,32,-125,0,0
tb_run,Random,537,1,0,-65,88,0,0
tb_run,Random,538,1,0,-85,-4,50,50
tb_run,Random,539,1,0,-123,35,30,30
tb_run,Random,540,1,0,26,-84,80,80
tb_run,Random,541,1,0,-23,-91,100,100
tb_run,Random,542,1,0,119,105,0,0
tb_run,Random,543,1,0,31,-1,50,50
tb_run,Random,544,1,0,7,83,0,0
tb_run,Random,545,1,0,-7,126,0,0
tb_run,Random,546,1,0,-102,72,0,0
tb_run,Random,547,1,0,125,-65,80,80
tb_run,Random,548,1,0,-92,-107,0,0
tb_run,Random,549,1,0,-76,-41,100,100
tb_run,Random,550,1,0,4,105,0,0
tb_run,Random,551,1,0,127,-15,0,0
tb_run,Random,552,1,0,-40,-48,100,100
tb_run,Random,553,1,0,-91,112,0,0
tb_run,Random,554,1,0,-107,-120,0,0
tb_run,Random,555,1,0,-30,-128,0,0
tb_run,Random,556,1,0,-48,31,30,30
tb_run,Random,557,1,0,8,-35,60,60
tb_run,Random,558,1,0,30,112,0,0
tb_run,Random,559,1,0,-9,67,0,0
tb_run,Random,560,1,0,41,-32,80,80
tb_run,Random,561,1,0,65,4,50,50
tb_run,Random,562,1,0,120,42,0,0
tb_run,Random,563,1,0,-24,36,30,30
tb_run,Random,564,1,0,127,78,0,0
tb_run,Random,565,1,0,11,-35,66,66
tb_run,Random,566,1,0,31,-119,0,0
tb_run,Random,567,1,0,30,100,0,0
tb_run,Random,568,1,0,112,-53,80,80
tb_run,Random,569,1,0,25,-31,80,80
tb_run,Random,570,1,0,-119,109,0,0
tb_run,Random,571,1,0,-62,-4,50,50
tb_run,Random,572,1,0,7,-116,0,0
tb_run,Random,573,1,0,-78,-58,100,100
tb_run,Random,574,1,0,-19,-96,100,100
tb_run,Random,575,1,0,99,-74,80,80
tb_run,Random,576,1,0,88,10,0,0
tb_run,Random,577,1,0,-103,119,0,0
tb_run,Random,578,1,0,-128,-11,0,0
tb_run,Random,579,1,0,15,64,0,0
tb_run,Random,580,1,0,-11,61,0,0
tb_run,Random,581,1,0,9,113,0,0
tb_run,Random,582,1,0,-116,-118,0,0
tb_run,Random,583,1,0,50,-2,50,50
tb_run,Random,584,1,0,24,13,0,0
tb_run,Random,585,1,0,27,-98,80,80
tb_run,Random,586,1,0,-4,-102,0,0
tb_run,Random,587,1,0,56,78,0,0
tb_run,Random,588,1,0,-34,-54,100,100
tb_run,Random,589,1,0,63,-10,80,80
tb_run,Random,590,1,0,93,-79,80,80
tb_run,Random,591,1,0,-2,118,0,0
tb_run,Random,592,1,0,-3,69,0,0
tb_run,Random,593,1,0,45,-50,80,80
tb_run,Random,594,1,0,34,-46,80,80
tb_run,Random,595,1,0,-35,-38,100,100
tb_run,Random,596,1,0,14,-57,73,73
tb_run,Random,597,1,0,66,-40,80,80
tb_run,Random,598,1,0,-42,82,0,0
tb_run,Random,599,1,0,-97,67,0,0
tb_run,Random,600,1,0,-112,102,0,0
tb_run,Random,601,1,0,-65,-39,100,100
tb_run,Random,602,1,0,92,10,0,0
tb_run,Random,603,1,0,41,57,0,0
tb_run,Random,604,1,0,95,45,0,0
tb_run,Random,605,1,0,126,-19,80,80
tb_run,Random,606,1,0,-126,-76,100,100
tb_run,Random,607,1,0,-25,56,30,30
tb_run,Random,608,1,0,25,-63,80,80
tb_run,Random,609,1,0,-6,-35,62,62
tb_run,Random,610,1,0,-72,-90,100,100
tb_run,Random,611,1,0,109,70,0,0
tb_run,Random,612,1,0,11,82,0,0
tb_run,Random,613,1,0,-121,117,0,0
tb_run,Random,614,1,0,-28,-4,50,50
tb_run,Random,615,1,0,113,98,0,0
tb_run,Random,616,1,0,-87,49,30,30
tb_run,Random,617,1,0,80,2,50,50
tb_run,Random,618,1,0,78,21,0,0
tb_run,Random,619,1,0,96,-60,80,80
tb_run,Random,620,1,0,-87,67,0,0
tb_run,Random,621,1,0,-1,104,0,0
tb_run,Random,622,1,0,28,108,0,0
tb_run,Random,623,1,0,72,-110,0,0
tb_run,Random,624,1,0,-10,24,41,41
tb_run,Random,625,1,0,-122,32,30,30
tb_run,Random,626,1,0,-105,28,30,30
tb_run,Random,627,1,0,112,79,0,0
tb_run,Random,628,1,0,83,85,0,0
tb_run,Random,629,1,0,100,-86,80,80
tb_run,Random,630,1,0,103,3,50,50
tb_run,Random,631,1,0,100,65,0,0
tb_run,Random,632,1,0,51,-20,80,80
tb_run,Random,633,1,0,-116,109,0,0
tb_run,Random,634,1,0,111,24,0,0
tb_run,Random,635,1,0,101,29,0,0
tb_run,Random,636,1,0,-90,-85,100,100
tb_run,Random,637,1,0,2,100,0,0
tb_run,Random,638,1,0,-86,-41,100,100
tb_run,Random,639,1,0,-14,-60,89,89
tb_run,Random,640,1,0,6,-75,58,58
tb_run,Random,641,1,0,45,69,0,0
tb_run,Random,642,1,0,85,124,0,0
tb_run,Random,643,1,0,111,-32,80,80
tb_run,Random,644,1,0,-110,-111,0,0
tb_run,Random,645,1,0,-21,112,0,0
tb_run,Random,646,1,0,125,97,0,0
tb_run,Random,647,1,0,22,11,0,0
tb_run,Random,648,1,0,-50,-51,100,100
tb_run,Random,649,1,0,-97,-55,100,100
tb_run,Random,650,1,0,78,-10,80,80
tb_run,Random,651,1,0,-117,-100,0,0
tb_run,Random,652,1,0,58,-68,80,80
tb_run,Random,653,1,0,-52,-95,100,100
tb_run,Random,654,1,0,-84,-19,100,100
tb_run,Random,655,1,0,-97,-36,100,100
tb_run,Random,656,1,0,46,-97,80,80
tb_run,Random,657,1,0,-51,-112,0,0
tb_run,Random,658,1,0,-30,-2,50,50
tb_run,Random,659,1,0,-24,-119,0,0
tb_run,Random,660,1,0,109,-31,80,80
tb_run,Random,661,1,0,117,-39,80,80
tb_run,Random,662,1,0,-97,101,0,0
tb_run,Random,663,1,0,-67,53,30,30
tb_run,Random,664,1,0,95,-72,80,80
tb_run,Random,665,1,0,-25,87,0,0
tb_run,Random,666,1,0,2,-69,53,53
tb_run,Random,667,1,0,-112,-22,100,100
tb_run,Random,668,1,0,-81,-126,0,0
tb_run,Random,669,1,0,-61,68,0,0
tb_run,Random,670,1,0,82,5,50,50
tb_run,Random,671,1,0,-108,-54,100,100
tb_run,Random,672,1,0,61,-83,80,80
tb_run,Random,673,1,0,97,-120,0,0
tb_run,Random,674,1,0,-96,-18,100,100
tb_run,Random,675,1,0,-101,-127,0,0
tb_run,Random,676,1,0,-30,14,30,30
tb_run,Random,677,1,0,91,-115,0,0
tb_run,Random,678,1,0,-19,114,0,0
tb_run,Random,679,1,0,96,86,0,0
tb_run,Random,680,1,0,23,-78,80,80
tb_run,Random,681,1,0,-62,-13,100,100
tb_run,Random,682,1,0,56,56,0,0
tb_run,Random,683,1,0,8,109,0,0
tb_run,Random,684,1,0,-75,104,0,0
tb_run,Random,685,1,0,24,-37,80,80
tb_run,Random,686,1,0,-107,62,0,0
tb_run,Random,687,1,0,7,-42,58,58
tb_run,Random,688,1,0,68,83,0,0
tb_run,Random,689,1,0,-124,-57,100,100
tb_run,Random,690,1,0,60,-119,0,0
tb_run,Random,691,1,0,-116,-63,100,100
tb_run,Random,692,1,0,-15,-81,93,93
tb_run,Random,693,1,0,-89,28,30,30
tb_run,Random,694,1,0,-120,-57,100,100
tb_run,Random,695,1,0,-39,125,0,0
tb_run,Random,696,1,0,99,-51,80,80
tb_run,Random,697,1,0,-108,-63,100,100
tb_run,Random,698,1,0,109,-13,80,80
tb_run,Random,699,1,0,121,126,0,0
tb_run,Random,700,1,0,72,46,0,0
tb_run,Random,701,1,0,86,-98,80,80
tb_run,Random,702,1,0,83,73,0,0
tb_run,Random,703,1,0,45,-104,0,0
tb_run,Random,704,1,0,-52,74,0,0
tb_run,Random,705,1,0,-116,-81,100,100
tb_run,Random,706,1,0,-40,-110,0,0
tb_run,Random,707,1,0,81,68,0,0
tb_run,Random,708,1,0,23,17,0,0
tb_run,Random,709,1,0,42,-78,80,80
tb_run,Random,710,1,0,0,88,0,0
tb_run,Random,711,1,0,-104,-93,100,100
tb_run,Random,712,1,0,-47,55,30,30
tb_run,Random,713,1,0,50,111,0,0
tb_run,Random,714,1,0,85,-119,0,0
tb_run,Random,715,1,0,42,-104,0,0
tb_run,Random,716,1,0,-52,-115,0,0
tb_run,Random,717,1,0,-72,73,0,0
tb_run,Random,718,1,0,-73,-13,100,100
tb_run,Random,719,1,0,-62,54,30,30
tb_run,Random,720,1,0,-59,0,50,50
tb_run,Random,721,1,0,56,-29,80,80
tb_run,Random,722,1,0,21,-27,80,80
tb_run,Random,723,1,0,-25,-7,61,61
tb_run,Random,724,1,0,-3,13,46,46
tb_run,Random,725,1,0,12,-25,68,68
tb_run,Random,726,1,0,55,72,0,0
tb_run,Random,727,1,0,-24,-96,100,100
tb_run,Random,728,1,0,-127,28,30,30
tb_run,Random,729,1,0,114,-112,0,0
tb_run,Random,730,1,0,-117,74,0,0
tb_run,Random,731,1,0,22,-68,80,80
tb_run,Random,732,1,0,-72,-106,0,0
tb_run,Random,733,1,0,-58,4,50,50
tb_run,Random,734,1,0,54,-122,0,0
tb_run,Random,735,1,0,50,64,0,0
tb_run,Random,736,1,0,-70,-56,100,100
tb_run,Random,737,1,0,42,27,0,0
tb_run,Random,738,1,0,110,-40,80,80
tb_run,Random,739,1,0,-11,84,0,0
tb_run,Random,740,1,0,-52,-55,100,100
tb_run,Random,741,1,0,79,88,0,0
tb_run,Random,742,1,0,-60,126,0,0
tb_run,Random,743,1,0,-62,20,30,30
tb_run,Random,744,1,0,126,32,0,0
tb_run,Random,745,1,0,-8,26,43,43
tb_run,Random,746,1,0,82,105,0,0
tb_run,Random,747,1,0,44,86,0,0
tb_run,Random,748,1,0,-70,-31,100,100
tb_run,Random,749,1,0,22,-30,80,80
tb_run,Random,750,1,0,-28,21,30,30
tb_run,Random,751,1,0,60,-79,80,80
tb_run,Random,752,1,0,78,-22,80,80
tb_run,Random,753,1,0,-12,31,38,38
tb_run,Random,754,1,0,-36,-124,0,0
tb_run,Random,755,1,0,28,-10,80,80
tb_run,Random,756,1,0,-13,124,0,0
tb_run,Random,757,1,0,23,-124,0,0
tb_run,Random,758,1,0,50,-89,80,80
tb_run,Random,759,1,0,45,-82,80,80
tb_run,Random,760,1,0,-58,-29,100,100
tb_run,Random,761,1,0,3,-82,56,56
tb_run,Random,762,1,0,-70,-80,100,100
tb_run,Random,763,1,0,88,-21,80,80
tb_run,Random,764,1,0,-116,71,0,0
tb_run,Random,765,1,0,-12,63,0,0
tb_run,Random,766,1,0,18,-119,0,0
tb_run,Random,767,1,0,-3,110,0,0
tb_run,Random,768,1,0,48,-84,80,80
tb_run,Random,769,1,0,-76,-55,100,100
tb_run,Random,770,1,0,-9,126,0,0
tb_run,Random,771,1,0,-71,-46,100,100
tb_run,Random,772,1,0,64,79,0,0
tb_run,Random,773,1,0,-112,58,30,30
tb_run,Random,774,1,0,-69,58,30,30
tb_run,Random,775,1,0,18,4,50,50
tb_run,Random,776,1,0,83,80,0,0
tb_run,Random,777,1,0,-97,-23,100,100
tb_run,Random,778,1,0,-23,-49,100,100
tb_run,Random,779,1,0,108,59,0,0
tb_run,Random,780,1,0,116,35,0,0
tb_run,Random,781,1,0,62,48,0,0
tb_run,Random,782,1,0,-126,-21,100,100
tb_run,Random,783,1,0,65,22,0,0
tb_run,Random,784,1,0,101,-5,50,50
tb_run,Random,785,1,0,-59,-116,0,0
tb_run,Random,786,1,0,-31,-102,0,0
tb_run,Random,787,1,0,8,72,0,0
tb_run,Random,788,1,0,-31,103,0,0
tb_run,Random,789,1,0,65,-116,0,0
tb_run,Random,790,1,0,26,74,0,0
tb_run,Random,791,1,0,-35,14,30,30
tb_run,Random,792,1,0,97,2,50,50
tb_run,Random,793,1,0,-110,94,0,0
tb_run,Random,794,1,0,36,-13,80,80
tb_run,Random,795,1,0,-84,84,0,0
tb_run,Random,796,1,0,18,-127,0,0
tb_run,Random,797,1,0,-49,-112,0,0
tb_run,Random,798,1,0,9,-112,0,0
tb_run,Random,799,1,0,-95,14,30,30
tb_run,Random,800,1,0,90,-101,0,0
tb_run,Random,801,1,0,19,-110,0,0
tb_run,Random,802,1,0,34,-10,80,80
tb_run,Random,803,1,0,55,-36,80,80
tb_run,Random,804,1,0,-14,92,0,0
tb_run,Random,805,1,0,-68,-3,50,50
tb_run,Random,806,1,0,108,-23,80,80
tb_run,Random,807,1,0,20,76,0,0
tb_run,Random,808,1,0,19,6,44,44
tb_run,Random,809,1,0,-22,121,0,0
tb_run,Random,810,1,0,7,-71,58,58
tb_run,Random,811,1,0,118,-68,80,80
tb_run,Random,812,1,0,89,-31,80,80
tb_run,Random,813,1,0,24,27,0,0
tb_run,Random,814,1,0,-34,-21,100,100
tb_run,Random,815,1,0,116,-96,80,80
tb_run,Random,816,1,0,-42,41,30,30
tb_run,Random,817,1,0,47,94,0,0
tb_run,Random,818,1,0,88,93,0,0
tb_run,Random,819,1,0,-79,64,0,0
tb_run,Random,820,1,0,31,26,0,0
tb_run,Random,821,1,0,46,17,0,0
tb_run,Random,822,1,0,-111,36,30,30
tb_run,Random,823,1,0,123,-86,80,80
tb_run,Random,824,1,0,19,87,0,0
tb_run,Random,825,1,0,65,-110,0,0
tb_run,Random,826,1,0,-81,-62,100,100
tb_run,Random,827,1,0,-59,-52,100,100
tb_run,Random,828,1,0,-56,6,48,48
tb_run,Random,829,1,0,110,27,0,0
tb_run,Random,830,1,0,63,71,0,0
tb_run,Random,831,1,0,-17,-96,100,100
tb_run,Random,832,1,0,98,46,0,0
tb_run,Random,833,1,0,-107,15,30,30
tb_run,Random,834,1,0,-6,-9,65,65
tb_run,Random,835,1,0,-22,31,30,30
tb_run,Random,836,1,0,98,-22,80,80
tb_run,Random,837,1,0,-100,53,30,30
tb_run,Random,838,1,0,-7,-95,75,75
tb_run,Random,839,1,0,36,-50,80,80
tb_run,Random,840,1,0,64,-66,80,80
tb_run,Random,841,1,0,-90,19,30,30
tb_run,Random,842,1,0,62,77,0,0
tb_run,Random,843,1,0,83,65,0,0
tb_run,Random,844,1,0,-39,67,0,0
tb_run,Random,845,1,0,112,-6,54,54
tb_run,Random,846,1,0,-85,-32,100,100
tb_run,Random,847,1,0,13,30,16,16
tb_run,Random,848,1,0,-52,65,0,0
tb_run,Random,849,1,0,86,22,0,0
tb_run,Random,850,1,0,-44,-97,100,100
tb_run,Random,851,1,0,120,75,0,0
tb_run,Random,852,1,0,-32,-116,0,0
tb_run,Random,853,1,0,-87,28,30,30
tb_run,Random,854,1,0,77,-14,80,80
tb_run,Random,855,1,0,123,2,50,50
tb_run,Random,856,1,0,17,63,0,0
tb_run,Random,857,1,0,-12,121,0,0
tb_run,Random,858,1,0,90,-89,80,80
tb_run,Random,859,1,0,-114,79,0,0
tb_run,Random,860,1,0,-13,-51,84,84
tb_run,Random,861,1,0,-22,41,30,30
tb_run,Random,862,1,0,106,-62,80,80
tb_run,Random,863,1,0,46,-29,80,80
tb_run,Random,864,1,0,5,48,38,38
tb_run,Random,865,1,0,114,50,0,0
tb_run,Random,866,1,0,-5,-2,50,50
tb_run,Random,867,1,0,-79,97,0,0
tb_run,Random,868,1,0,-57,5,50,50
tb_run,Random,869,1,0,-22,49,30,30
tb_run,Random,870,1,0,71,-74,80,80
tb_run,Random,871,1,0,-40,117,0,0
tb_run,Random,872,1,0,-126,-64,100,100
tb_run,Random,873,1,0,-33,-16,100,100
tb_run,Random,874,1,0,-123,-126,0,0
tb_run,Random,875,1,0,9,110,0,0
tb_run,Random,876,1,0,83,19,0,0
tb_run,Random,877,1,0,-80,46,30,30
tb_run,Random,878,1,0,-38,-22,100,100
tb_run,Random,879,1,0,1,119,0,0
tb_run,Random,880,1,0,-128,1,0,0
tb_run,Random,881,1,0,91,35,0,0
tb_run,Random,882,1,0,-128,-127,0,0
tb_run,Random,883,1,0,60,-102,0,0
tb_run,Random,884,1,0,-64,-56,100,100
tb_run,Random,885,1,0,-40,-99,100,100
tb_run,Random,886,1,0,-62,60,0,0
tb_run,Random,887,1,0,-73,-122,0,0
tb_run,Random,888,1,0,-40,-24,100,100
tb_run,Random,889,1,0,92,90,0,0
tb_run,Random,890,1,0,118,5,50,50
tb_run,Random,891,1,0,126,91,0,0
tb_run,Random,892,1,0,-126,-113,0,0
tb_run,Random,893,1,0,-105,-8,69,69
tb_run,Random,894,1,0,-28,85,0,0
tb_run,Random,895,1,0,99,-121,0,0
tb_run,Random,896,1,0,-1,-87,55,55
tb_run,Random,897,1,0,9,-107,0,0
tb_run,Random,898,1,0,-6,-24,62,62
tb_run,Random,899,1,0,-115,91,0,0
tb_run,Random,900,1,0,127,39,0,0
tb_run,Random,901,1,0,-12,69,0,0
tb_run,Random,902,1,0,-123,95,0,0
tb_run,Random,903,1,0,-68,-128,0,0
tb_run,Random,904,1,0,-10,76,0,0
tb_run,Random,905,1,0,-94,-8,69,69
tb_run,Random,906,1,0,-8,1,50,50
tb_run,Random,907,1,0,72,90,0,0
tb_run,Random,908,1,0,16,-14,80,80
tb_run,Random,909,1,0,-84,-23,100,100
tb_run,Random,910,1,0,-1,110,0,0
tb_run,Random,911,1,0,94,89,0,0
tb_run,Random,912,1,0,77,58,0,0
tb_run,Random,913,1,0,43,-95,80,80
tb_run,Random,914,1,0,-47,92,0,0
tb_run,Random,915,1,0,-128,115,0,0
tb_run,Random,916,1,0,97,26,0,0
tb_run,Random,917,1,0,77,-84,80,80
tb_run,Random,918,1,0,-102,-90,100,100
tb_run,Random,919,1,0,10,-79,64,64
tb_run,Random,920,1,0,-110,17,30,30
tb_run,Random,921,1,0,49,-1,50,50
tb_run,Random,922,1,0,91,101,0,0
tb_run,Random,923,1,0,116,-57,80,80
tb_run,Random,924,1,0,114,47,0,0
tb_run,Random,925,1,0,101,98,0,0
tb_run,Random,926,1,0,-72,-23,100,100
tb_run,Random,927,1,0,-9,-68,70,70
tb_run,Random,928,1,0,-114,121,0,0
tb_run,Random,929,1,0,-75,-55,100,100
tb_run,Random,930,1,0,109,-41,80,80
tb_run,Random,931,1,0,-6,-124,0,0
tb_run,Random,932,1,0,46,-86,80,80
tb_run,Random,933,1,0,126,120,0,0
tb_run,Random,934,1,0,51,-8,61,61
tb_run,Random,935,1,0,125,-35,80,80
tb_run,Random,936,1,0,44,-57,80,80
tb_run,Random,937,1,0,-33,115,0,0
tb_run,Random,938,1,0,-26,85,0,0
tb_run,Random,939,1,0,-96,-68,100,100
tb_run,Random,940,1,0,22,-51,80,80
tb_run,Random,941,1,0,-46,72,0,0
tb_run,Random,942,1,0,-87,-41,100,100
tb_run,Random,943,1,0,93,-69,80,80
tb_run,Random,944,1,0,-2,10,46,46
tb_run,Random,945,1,0,124,98,0,0
tb_run,Random,946,1,0,-86,89,0,0
tb_run,Random,947,1,0,-27,115,0,0
tb_run,Random,948,1,0,-46,-70,100,100
tb_run,Random,949,1,0,95,17,0,0
tb_run,Random,950,1,0,120,-34,80,80
tb_run,Random,951,1,0,77,-116,0,0
tb_run,Random,952,1,0,127,27,0,0
tb_run,Random,953,1,0,-56,107,0,0
tb_run,Random,954,1,0,-104,53,30,30
tb_run,Random,955,1,0,8,-50,60,60
tb_run,Random,956,1,0,97,-40,80,80
tb_run,Random,957,1,0,80,119,0,0
tb_run,Random,958,1,0,-40,6,48,48
tb_run,Random,959,1,0,-44,-124,0,0
tb_run,Random,960,1,0,55,15,0,0
tb_run,Random,961,1,0,-15,77,0,0
tb_run,Random,962,1,0,-41,-43,100,100
tb_run,Random,963,1,0,20,-66,80,80
tb_run,Random,964,1,0,17,-46,80,80
tb_run,Random,965,1,0,-69,-83,100,100
tb_run,Random,966,1,0,-102,-99,100,100
tb_run,Random,967,1,0,-38,102,0,0
tb_run,Random,968,1,0,-79,-112,0,0
tb_run,Random,969,1,0,32,30,0,0
tb_run,Random,970,1,0,-42,-76,100,100
tb_run,Random,971,1,0,27,-57,80,80
tb_run,Random,972,1,0,-15,-74,94,94
tb_run,Random,973,1,0,75,-83,80,80
tb_run,Random,974,1,0,-115,-118,0,0
tb_run,Random,975,1,0,26,29,0,0
tb_run,Random,976,1,0,92,84,0,0
tb_run,Random,977,1,0,-66,-1,50,50
tb_run,Random,978,1,0,78,43,0,0
tb_run,Random,979,1,0,127,31,0,0
tb_run,Random,980,1,0,-96,-36,100,100
tb_run,Random,981,1,0,-65,18,30,30
tb_run,Random,982,1,0,-114,-1,50,50
tb_run,Random,983,1,0,43,117,0,0
tb_run,Random,984,1,0,93,-55,80,80
tb_run,Random,985,1,0,-7,-2,50,50
tb_run,Random,986,1,0,-33,123,0,0
tb_run,Random,987,1,0,6,-2,50,50
tb_run,Random,988,1,0,-62,44,30,30
tb_run,Random,989,1,0,-45,-74,100,100
tb_run,Random,990,1,0,-106,19,30,30
tb_run,Random,991,1,0,-91,-49,100,100
tb_run,Random,992,1,0,-64,123,0,0
tb_run,Random,993,1,0,-1,-60,52,52
tb_run,Random,994,1,0,-72,-2,50,50
tb_run,Random,995,1,0,5,88,0,0
tb_run,Random,996,1,0,48,10,0,0
tb_run,Random,997,1,0,-125,9,40,40
tb_run,Random,998,1,0,79,102,0,0
tb_run,Random,999,1,0,56,-13,80,80
tb_run,EST_INIT,0,1,1,0,0,-1,50
tb_run,EST_RampUp,0,1,1,0,0,-1,50
tb_run,EST_RampUp,1,1,1,2,0,-1,50
