run_id,source,case_id,idx,reg_mode,dt_mode,T_in,dT_in,alpha,k_dt,Tneg_a,Tneg_b,Tneg_c,Tneg_d,Tzero_a,Tzero_b,Tzero_c,Tzero_d,Tpos_a,Tpos_b,Tpos_c,Tpos_d,dTneg_a,dTneg_b,dTneg_c,dTneg_d,dTzero_a,dTzero_b,dTzero_c,dTzero_d,dTpos_a,dTpos_b,dTpos_c,dTpos_d,S_w,S_wg,G_exp,G_impl,valid_impl,tool_ver,git_rev,seed
tb_run,py,Grid_T=-64_dT=-30,8,1,0,-64,-30,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,32767,32766,100,100,1,PyTest,,0
tb_run,py,Grid_T=-64_dT=-10,9,1,0,-64,-10,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,6553,6553,100,100,1,PyTest,,0
tb_run,py,Grid_T=-64_dT=0,10,1,0,-64,0,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,32767,16384,50,50,1,PyTest,,0
tb_run,py,Grid_T=-64_dT=10,11,1,0,-64,10,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,8192,2458,30,30,1,PyTest,,0
tb_run,py,Grid_T=-64_dT=30,12,1,0,-64,30,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,32767,9830,30,30,1,PyTest,,0
tb_run,py,Grid_T=-64_dT=60,13,1,0,-64,60,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,0,0,0,0,1,PyTest,,0
tb_run,py,Grid_T=-32_dT=-60,14,1,0,-32,-60,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,26214,26213,100,100,1,PyTest,,0
tb_run,py,Grid_T=-32_dT=-30,15,1,0,-32,-30,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,32767,32766,100,100,1,PyTest,,0
tb_run,py,Grid_T=-32_dT=-10,16,1,0,-32,-10,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,6553,6553,100,100,1,PyTest,,0
tb_run,py,Grid_T=-32_dT=0,17,1,0,-32,0,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,32767,16384,50,50,1,PyTest,,0
